datetime,A,D,F,q,w,e,r,c,v,b,z,a,s,d,f,b,v,d,center
2023-01-03,4,2023,1,1,3,0,222,24349,7861.671937,191423850,4332480,71462225208,0,1,-3,-8,3,0,247724569
2023-01-04,4,2023,1,1,4,0,222,23803,7946.316851,189146180,3973844,70278546302,0,4,-2,-7,5,0,172893561
2023-01-05,4,2023,1,1,5,0,221,24722,8034.022328,198617100,4335491,66827809346,1,3,-1,-6,6,0,161514854
2023-01-06,4,2023,1,1,6,0,221,26360,8756.98786,230834200,3873612,66537383869,2,0,1,-5,7,1,165937258
2023-01-07,4,2023,1,1,7,0,221,27480,9114.217613,250458700,3892819,63596986037,0,0,2,-2,6,1,169638199
2023-01-08,4,2023,1,2,1,0,218,24108,8502.649743,204981880,4056589,63554901958,0,0,1,-5,8,0,26282364
2023-01-09,4,2023,1,2,2,0,220,24628,8126.17874,200131530,4212697,58994028454,0,6,3,-2,10,0,171008360
2023-01-10,4,2023,1,2,3,0,221,25440,7965.032626,202630430,3853993,60738482821,1,5,1,-5,9,0,230218699
2023-01-11,4,2023,1,2,4,0,222,25815,8091.578152,208884090,3940091,67625558908,1,4,3,-3,11,0,180874731
2023-01-12,4,2023,1,2,5,0,222,26367,7900.0512,208300650,3557947,65552774160,1,3,5,-3,14,1,169770126
2023-01-13,4,2023,1,2,6,0,222,25332,8933.946787,226314740,3975387,80348633069,1,6,10,6,13,29,184642109
2023-01-14,4,2023,1,2,7,0,221,25699,9414.249193,241936790,3993745,78170247562,0,1,7,4,10,4,182567056
2023-01-15,4,2023,1,3,1,0,220,21948,9211.232003,202168120,4017441,78140398780,0,1,2,-1,5,4,25279497
2023-01-16,4,2023,1,3,2,0,222,22887,8260.285752,189053160,3991381,73865091980,0,4,-2,-6,1,0,158590400
2023-01-17,4,2023,1,3,3,0,222,23442,8060.39843,188951860,4183112,74804268754,1,11,-2,-7,2,0,234437315
2023-01-18,4,2023,1,3,4,0,223,23563,8030.428638,189220990,3800926,79668891318,0,4,-1,-5,4,0,316471983
2023-01-19,4,2023,1,3,5,0,224,23381,7983.363415,186659020,4113328,77708643160,0,8,0,-6,5,0,255205616
2023-01-20,4,2023,1,3,6,0,224,24569,8946.5603,219808040,4640259,75364207618,1,8,-1,-6,4,0,241422852
2023-01-21,4,2023,1,3,7,1,222,26589,9627.195081,255977490,4993995,71358841205,1,4,-4,-9,3,0,211946618
2023-01-22,4,2023,1,4,1,1,214,30311,10376.39768,314518990,4842607,71316451086,0,0,0,-5,4,0,19402074
2023-01-23,4,2023,1,4,2,1,216,28825,9575.797051,276022350,4639136,66643789647,0,0,1,-4,8,0,137400306
2023-01-24,4,2023,1,4,3,1,221,20746,9067.093898,188105930,4079202,63329734424,0,0,-10,-13,-1,0,188250516
2023-01-25,4,2023,1,4,4,0,223,22646,8650.649563,195902610,4527485,72884651136,0,0,-10,-16,-4,0,154320896
2023-01-26,4,2023,1,4,5,0,224,23896,8051.02151,192387210,4000242,73231516634,1,0,-5,-11,0,0,150896380
2023-01-27,4,2023,1,4,6,0,224,24255,8596.577201,208509980,3708837,71606025896,0,2,-5,-9,-1,0,147723625
2023-01-28,4,2023,1,4,7,0,223,26109,9205.797618,240354170,4080831,69229260540,0,0,-5,-11,0,0,208823818
2023-01-29,4,2023,1,5,1,0,220,23351,8501.842319,198526520,3914673,69406691883,0,1,-1,-8,5,0,23952859
2023-01-30,4,2023,1,5,2,0,223,24390,8175.234112,199393960,4444699,39110855280,1,0,-1,-6,5,0,165787492
2023-01-31,4,2023,1,5,3,0,223,24870,7874.502614,195838880,4131844,64534967926,29,2,1,-7,9,0,202010720
2023-02-01,4,2023,2,5,4,0,225,24508,8015.871144,196452970,4144746,66268411721,4,1,3,-2,9,0,157727340
2023-02-02,4,2023,2,5,5,0,225,24758,7948.87188,196798170,4046652,63549993298,1,1,-1,-5,4,0,171254679
2023-02-03,4,2023,2,5,6,0,225,26386,8541.511787,225376330,3784837,65177499621,0,3,0,-4,6,0,181657961
2023-02-04,4,2023,2,5,7,0,225,29834,8980.333177,267919260,3645149,62417120182,0,1,-1,-6,6,0,188866717
2023-02-05,4,2023,2,6,1,0,221,25256,8476.714444,214087900,3686719,62376754470,0,2,0,-7,8,0,26038748
2023-02-06,4,2023,2,6,2,0,226,25414,7968.365861,202508050,4358187,58105027534,0,3,2,-5,10,0,172174611
2023-02-07,4,2023,2,6,3,0,226,24471,7927.937967,194004570,4100394,59833730603,1,1,3,-3,11,0,244276938
2023-02-08,4,2023,2,6,4,0,226,25241,7944.861535,200536250,4839951,62102131471,0,6,2,-3,10,0,173037165
2023-02-09,4,2023,2,6,5,0,225,25471,7784.916179,198289600,4309635,58787435023,1,2,3,-4,10,2,163618715
2023-02-10,4,2023,2,6,6,0,226,26975,8517.96886,229772210,4159051,64548560131,2,3,3,0,8,8,178258851
2023-02-11,4,2023,2,6,7,0,225,31277,9148.232247,286129260,4225999,61464003751,0,2,2,-2,8,0,163364160
2023-02-12,4,2023,2,7,1,0,222,26193,8775.899286,229867130,4852995,61499855071,0,0,3,-2,8,1,24503035
2023-02-13,4,2023,2,7,2,0,225,25366,8333.78617,211394820,4141163,61667446317,1,3,5,3,9,1,159566154
2023-02-14,4,2023,2,7,3,0,225,26377,8279.857035,218397789,4294976,61887014650,0,4,2,-1,7,0,251344371
2023-02-15,4,2023,2,7,4,0,223,25042,8105.132178,202968720,3929441,64199804582,0,6,2,-1,6,1,224615287
2023-02-16,4,2023,2,7,5,0,225,25810,8058.929097,208000960,3877010,61712272750,0,1,3,-2,7,0,217780636
2023-02-17,4,2023,2,7,6,0,227,28484,8518.154402,242631110,3989797,63421076507,1,10,3,-2,9,0,190049528
2023-02-18,4,2023,2,7,7,0,226,31126,9126.898734,284083850,4541445,61212010174,0,8,6,3,9,1,195390771
2023-02-19,4,2023,2,8,1,0,225,26068,8539.413457,222605430,4035500,61173662868,0,6,5,0,9,1,28545528
2023-02-20,4,2023,2,8,2,0,228,25776,8112.598153,209110330,4764122,57051475968,3,29,1,-4,6,0,160989395
2023-02-21,4,2023,2,8,3,0,226,25840,8012.116486,207033090,4108512,62003137082,1,0,-1,-7,5,0,255492123
2023-02-22,4,2023,2,8,4,0,226,26533,7827.818189,207695500,4658953,66246975607,0,1,2,-6,9,0,180009823
2023-02-23,4,2023,2,8,5,0,226,26619,7910.084902,210558550,4237053,64697581767,0,1,5,-1,11,0,194276309
2023-02-24,4,2023,2,8,6,0,226,29021,8633.741084,250559800,4664746,68820759379,1,3,4,0,11,0,205276503
2023-02-25,4,2023,2,8,7,0,228,31376,9092.912736,285299230,3799242,68047773123,0,2,1,-4,7,1,279414707
2023-02-26,4,2023,2,9,1,0,224,29047,8626.208214,250565470,4314412,68281771003,0,2,2,-6,10,0,28425907
2023-02-27,4,2023,2,9,2,0,228,29216,8062.941881,235566910,4704996,65757242380,4,4,4,-5,14,0,188311070
2023-02-28,4,2023,2,9,3,0,229,30033,8201.193687,246306450,4398593,66729382536,27,3,6,-2,14,0,276932106
2023-03-01,1,2023,3,9,4,1,226,26455,8146.489132,215515370,3551459,62741504089,6,4,7,3,12,0,191946505
2023-03-02,1,2023,3,9,5,0,226,29152,7312.5861,213176510,4283834,68316038083,0,3,3,-2,7,0,207869477
2023-03-03,1,2023,3,9,6,0,226,29341,7946.032173,233144530,4252841,72425085786,0,3,4,-4,12,0,204267520
2023-03-04,1,2023,3,9,7,0,226,31780,8427.07489,267812440,4301945,71220949682,1,0,6,0,14,0,197879292
2023-03-05,1,2023,3,10,1,0,226,26867,8020.776045,215494190,4462501,71171198558,0,2,7,-1,16,0,28203258
2023-03-06,1,2023,3,10,2,0,227,29842,7252.998123,216443970,4353071,66101644101,0,3,8,0,17,0,202618936
2023-03-07,1,2023,3,10,3,0,227,30722,7231.529848,222167060,5004381,68603181258,1,4,11,3,20,0,252339311
2023-03-08,1,2023,3,10,4,0,228,29446,7293.514909,214764840,3964617,69564558092,0,3,12,5,20,0,173904612
2023-03-09,1,2023,3,10,5,0,228,30444,7068.851662,215204120,4060088,66229732965,1,0,12,6,19,0,178343306
2023-03-10,1,2023,3,10,6,0,229,32459,7772.704643,252294220,4076033,66011756280,0,2,12,3,22,0,193191822
2023-03-11,1,2023,3,10,7,0,227,33948,8506.574467,288781190,4193396,62332387736,1,3,14,6,22,0,182729286
2023-03-12,1,2023,3,11,1,0,226,24449,8665.665671,211866860,4162425,62268763186,0,0,7,1,15,8,28765697
2023-03-13,1,2023,3,11,2,0,229,29655,7418.061372,219982610,4578093,57068963872,0,5,4,-2,9,0,198093423
2023-03-14,1,2023,3,11,3,0,228,32242,7245.966007,233624436,4136005,64748542568,2,5,8,0,16,0,252039915
2023-03-15,1,2023,3,11,4,0,228,30606,7241.870548,221644690,4370777,64393301387,1,5,11,3,19,0,201403037
2023-03-16,1,2023,3,11,5,0,229,30370,7136.157392,216725100,4458519,61768366288,2,2,7,2,13,0,186137119
2023-03-17,1,2023,3,11,6,0,231,31221,7877.48951,245943100,5423001,63231219048,1,8,7,2,12,0,190485579
2023-03-18,1,2023,3,11,7,0,229,33756,8433.253644,284672910,4250890,60156950000,1,5,9,4,15,0,193481007
2023-03-19,1,2023,3,12,1,0,229,29411,7802.145116,229468890,4113323,60101267607,0,2,8,1,16,0,29289238
2023-03-20,1,2023,3,12,2,0,229,32063,7147.188348,229160300,4578678,54902488574,1,24,9,1,18,0,179632326
2023-03-21,1,2023,3,12,3,0,228,32582,6948.364127,226391600,3958538,60385201085,0,0,13,5,21,0,262597229
2023-03-22,1,2023,3,12,4,0,229,32913,7012.510558,230802760,4011593,64493848952,0,0,15,6,22,1,193502288
2023-03-23,1,2023,3,12,5,0,228,31341,7241.99866,226971480,3989761,62209886087,2,0,14,11,18,17,179785666
2023-03-24,1,2023,3,12,6,0,229,32131,7901.40643,253880090,4377084,65669434520,1,1,10,7,14,2,201512815
2023-03-25,1,2023,3,12,7,0,229,33510,8665.378395,290376830,4485248,63679178294,0,1,10,7,13,0,197064746
2023-03-26,1,2023,3,13,1,0,227,28761,7989.300094,229780260,3965512,63581077525,0,0,9,4,15,0,29149418
2023-03-27,1,2023,3,13,2,0,229,31252,7159.935044,223762290,4558537,59637267416,1,2,7,1,14,0,209766256
2023-03-28,1,2023,3,13,3,0,229,32002,7163.825073,229256730,4058936,64241638172,2,1,9,0,17,0,259978328
2023-03-29,1,2023,3,13,4,0,230,32068,7088.390919,227310520,4125933,68624377517,1,0,11,2,20,0,212447615
2023-03-30,1,2023,3,13,5,0,229,34119,7117.625956,242846280,3754616,68287385461,1,2,13,4,22,0,256186589
2023-03-31,1,2023,3,13,6,0,234,35639,7760.399282,276572870,4555182,68329391603,27,13,14,5,23,0,203982809
2023-04-01,1,2023,4,13,7,0,233,38997,8368.487832,326345920,4035669,64766262864,10,1,14,5,23,0,221586672
2023-04-02,1,2023,4,14,1,0,231,33068,7942.337607,262637220,4485759,64572284991,0,1,14,7,22,0,31649909
2023-04-03,1,2023,4,14,2,0,232,34298,7138.65065,244841440,3994491,61107943964,3,3,14,6,22,0,217521645
2023-04-04,1,2023,4,14,3,0,232,33300,7073.846547,235559090,4148270,64599521668,1,0,15,9,21,6,297147885
2023-04-05,1,2023,4,14,4,0,232,29766,7253.513741,215908090,5559792,67808297709,0,2,13,10,16,32,208355025
2023-04-06,1,2023,4,14,5,0,233,33039,7076.65804,233805705,6018139,64394356054,1,4,10,8,13,3,194473539
2023-04-07,1,2023,4,14,6,0,234,34597,7778.525306,269113640,5530972,66123320596,1,2,10,5,16,1,200744524
2023-04-08,1,2023,4,14,7,0,232,36492,8398.527348,306479060,5259616,64977531611,0,1,8,1,15,0,207907361
2023-04-09,1,2023,4,15,1,0,229,32468,7845.383762,254723920,6070814,69511354072,0,1,10,2,19,0,30000849
2023-04-10,1,2023,4,15,2,0,231,34156,7340.14141,250709870,6612391,60117068400,1,2,13,4,20,0,196244190
2023-04-11,1,2023,4,15,3,0,228,30901,7143.890165,220753350,3983602,66646949723,0,3,15,9,21,2,259816343
2023-04-12,1,2023,4,15,4,0,230,33289,7257.948572,241609850,4725226,69653720779,1,5,11,5,18,0,220581047
2023-04-13,1,2023,4,15,5,0,231,33636,7195.622845,242031970,5142498,63527176489,1,5,13,3,21,0,203564546
2023-04-14,1,2023,4,15,6,0,233,35348,7855.123062,277662890,3863430,66126592856,1,7,14,8,20,2,202560771
2023-04-15,1,2023,4,15,7,0,231,33165,8735.760591,289721500,4282140,62468179680,1,5,12,8,17,3,233657023
2023-04-16,1,2023,4,16,1,0,230,29498,8171.388908,241039630,4450547,62273341581,0,1,10,6,16,1,33734859
2023-04-17,1,2023,4,16,2,0,232,33049,7099.924657,234645410,4390289,57226554679,2,12,12,4,19,0,240760557
2023-04-18,1,2023,4,16,3,0,235,31667,7145.530047,226277500,4628395,59802096669,0,4,15,11,18,2,261328183
2023-04-19,1,2023,4,16,4,0,234,34928,7015.379638,245033180,4079288,61952338786,1,4,17,12,24,0,213404266
2023-04-20,1,2023,4,16,5,0,235,34613,7225.024991,250079790,4588113,61839189336,2,20,19,14,25,0,200610616
2023-04-21,1,2023,4,16,6,0,236,35507,7736.55927,274702010,4382697,65948060597,2,1,16,11,22,0,199710565
2023-04-22,1,2023,4,16,7,0,234,38451,8165.952511,313989040,5506913,63266484846,0,0,14,9,20,0,213543314
2023-04-23,1,2023,4,17,1,0,232,33658,7718.026621,259773340,4091254,62564834153,0,0,14,8,19,0,32223779
2023-04-24,1,2023,4,17,2,0,233,33550,7074.603875,237352960,5329513,58179777582,1,1,13,9,17,0,206176594
2023-04-25,1,2023,4,17,3,0,235,31353,7263.498549,227732470,4609721,63085768303,0,2,9,7,12,4,271420943
2023-04-26,1,2023,4,17,4,0,235,32731,7268.126852,237893060,4281659,68472347972,0,4,10,5,16,0,197333162
2023-04-27,1,2023,4,17,5,0,235,34721,7179.962559,249295480,4778345,66995816968,0,3,12,3,21,0,197574473
2023-04-28,1,2023,4,17,6,0,236,36354,7873.262365,286224580,4871594,70551027107,2,9,16,7,23,0,236729830
2023-04-29,1,2023,4,17,7,0,234,34904,9043.326839,315648280,4616691,68523966049,0,0,14,10,19,9,261346961
2023-04-30,1,2023,4,18,1,0,233,38768,8289.746182,321376880,4758706,68377255451,12,0,14,7,20,0,31931128
2023-05-01,1,2023,5,18,2,1,234,34903,7697.299946,268658860,4849968,62059730942,13,2,14,8,21,0,220702316
2023-05-02,1,2023,5,18,3,0,236,34398,7064.302285,242997870,4456012,63842439607,1,1,15,6,24,0,295500293
2023-05-03,1,2023,5,18,4,0,234,35668,7251.081081,258631560,3994967,79071673748,2,2,18,11,24,0,236453622
2023-05-04,1,2023,5,18,5,0,235,37980,7733.367825,293713310,4542771,77335399312,1,1,18,14,23,10,262187102
2023-05-05,1,2023,5,18,6,1,235,32559,9413.922418,306507900,3992311,73443539522,1,2,18,16,21,63,246647428
2023-05-06,1,2023,5,18,7,0,233,31085,9263.817919,287965780,4566769,65949160992,1,1,14,11,18,33,229455499
2023-05-07,1,2023,5,19,1,0,233,30467,8165.695014,248784230,4829486,69700690684,0,1,12,8,15,2,32606069
2023-05-08,1,2023,5,19,2,0,237,34990,7079.503287,247711820,5040982,65145107810,0,3,13,5,21,0,199800878
2023-05-09,1,2023,5,19,3,0,236,35886,7116.075907,255367500,4998166,63759466414,0,1,16,7,24,0,260331471
2023-05-10,1,2023,5,19,4,0,238,36258,7183.469855,260458250,4177191,61919587917,3,5,17,9,25,0,206599191
2023-05-11,1,2023,5,19,5,0,237,36025,7236.82526,260706630,4354554,58971975246,0,2,17,10,24,0,224085144
2023-05-12,1,2023,5,19,6,0,238,36306,7717.922107,280206880,4225520,66634667678,3,2,17,10,24,0,202134006
2023-05-13,1,2023,5,19,7,0,237,39403,8251.978783,325152720,4444006,63701437631,0,6,17,12,22,1,217145218
2023-05-14,1,2023,5,20,1,0,233,34271,7957.183333,272700630,3965067,63547316555,0,0,17,11,24,0,32760872
2023-05-15,1,2023,5,20,2,0,236,35913,7081.677944,254324300,4495602,60135012979,2,4,19,11,27,0,197845515
2023-05-16,1,2023,5,20,3,0,236,38017,7064.137886,268557330,4788603,64195136503,1,7,22,14,30,0,285768143
2023-05-17,1,2023,5,20,4,0,238,37691,7082.626622,266951280,4848881,67903668016,0,5,22,15,29,0,217988448
2023-05-18,1,2023,5,20,5,0,235,34795,7317.387843,254608510,4516231,65520731596,1,5,18,16,22,9,231182575
2023-05-19,1,2023,5,20,6,0,237,36365,7793.219029,283400410,4634757,69119616755,0,9,19,15,23,1,218779187
2023-05-20,1,2023,5,20,7,0,237,40436,8345.04637,337440295,4240001,66566314219,0,26,19,13,26,0,233843813
2023-05-21,1,2023,5,21,1,0,235,34505,7812.58948,269573400,4418013,66401768864,0,0,19,15,24,0,32188185
2023-05-22,1,2023,5,21,2,0,236,35237,7152.485172,252032120,4865263,61452952212,0,0,17,13,22,1,216291958
2023-05-23,1,2023,5,21,3,0,236,35415,7063.085698,250139180,4135944,65347781907,0,0,17,11,25,0,301415026
2023-05-24,1,2023,5,21,4,0,237,36188,7087.556372,256484490,4485606,70737691572,0,2,18,11,25,0,215633019
2023-05-25,1,2023,5,21,5,0,236,37042,7206.603315,266947000,4439274,69533956750,1,2,20,14,26,0,213634315
2023-05-26,1,2023,5,21,6,0,237,38455,7881.064881,303066350,4452832,74970222171,2,0,20,15,25,0,218922579
2023-05-27,1,2023,5,21,7,0,235,40369,9293.06448,375151720,4295535,71644598718,0,0,21,18,24,5,265042779
2023-05-28,1,2023,5,22,1,0,235,34908,9138.727799,319014710,4844267,71566923221,0,1,20,19,22,22,35734446
2023-05-29,1,2023,5,22,2,1,235,33430,7826.700568,261646600,4638449,66420697929,0,1,21,18,23,39,216502347
2023-05-30,1,2023,5,22,3,0,238,35204,7128.878537,250965040,4365899,66294961825,3,1,20,17,24,6,315796180
2023-05-31,1,2023,5,22,4,0,236,36039,7210.290796,259851670,4553238,70853247584,9,0,20,15,26,0,208952941
2023-06-01,2,2023,6,22,5,0,237,36196,7203.756769,260747180,4202394,66672402055,1,11,20,16,23,4,233702779
2023-06-02,2,2023,6,22,6,0,235,37637,7785.677392,293029540,4535048,76055257842,1,2,21,17,27,1,230408747
2023-06-03,2,2023,6,22,7,0,238,46704,8407.934866,392684190,4131213,72830430517,1,0,21,15,27,0,266878053
2023-06-04,2,2023,6,23,1,0,236,44828,8168.140002,366161380,4156543,72648915178,2,0,21,15,28,0,42059423
2023-06-05,2,2023,6,23,2,0,238,45647,7513.611409,342973820,4518224,67720601003,1,1,21,16,26,0,257999978
2023-06-06,2,2023,6,23,3,1,236,35796,7812.903956,279670710,4501933,64068244870,0,0,21,16,26,0,336687182
2023-06-07,2,2023,6,23,4,0,238,36689,7200.059963,264163000,4145311,63177872252,2,1,21,16,26,0,260963360
2023-06-08,2,2023,6,23,5,0,238,35891,7278.09813,261218220,4444135,60580717416,2,0,22,18,27,1,240620816
2023-06-09,2,2023,6,23,6,0,238,37896,7720.487387,292575590,4039662,66930392588,2,0,22,17,28,3,234401473
2023-06-10,2,2023,6,23,7,0,237,39650,8619.266078,341753900,3791212,63928516391,1,1,22,17,29,4,232076337
2023-06-11,2,2023,6,24,1,0,237,34455,8174.607459,281656100,3991922,63627789159,1,0,22,18,27,4,37958437
2023-06-12,2,2023,6,24,2,0,238,36805,7294.958294,268490940,4206204,58574234600,3,0,22,18,27,1,213327573
2023-06-13,2,2023,6,24,3,0,239,37649,7119.114718,268027550,4245450,61861918662,3,1,22,18,27,1,297049391
2023-06-14,2,2023,6,24,4,0,236,36051,7227.87551,260572140,4160678,63208902562,1,1,20,16,27,5,225549599
2023-06-15,2,2023,6,24,5,0,237,37469,7186.621207,269275510,4172407,60918366581,2,1,21,16,26,1,227073441
2023-06-16,2,2023,6,24,6,0,238,40912,7702.309836,315116900,4393064,65819842086,8,1,23,16,30,0,219335733
2023-06-17,2,2023,6,24,7,0,238,47803,8333.973391,398388930,4388073,62860262448,4,0,24,18,31,0,230949630
2023-06-18,2,2023,6,25,1,0,235,39485,7934.885146,313308940,4029646,62679687928,4,0,25,19,31,0,39991107
2023-06-19,2,2023,6,25,2,0,237,38024,7121.994793,270806730,4682518,58150650326,3,1,25,19,31,0,244915680
2023-06-20,2,2023,6,25,3,0,238,36534,7232.478239,264231360,4242579,60047190143,33,1,22,19,27,5,325441620
2023-06-21,2,2023,6,25,4,0,237,32595,7466.893695,243383400,4288812,66143915273,0,2,21,19,23,16,229019019
2023-06-22,2,2023,6,25,5,0,239,34714,7430.021317,257925760,4281833,63692230210,1,0,22,19,27,1,232807801
2023-06-23,2,2023,6,25,6,0,238,39428,7929.165568,312631140,4780443,67998411439,0,1,23,18,29,0,209988833
2023-06-24,2,2023,6,25,7,0,238,47274,8419.903118,398042500,3741266,65939722843,0,0,24,19,30,0,244218503
2023-06-25,2,2023,6,26,1,0,227,39298,7405.571276,291024140,3996107,65774463726,1,0,24,19,29,8,39479049
